pred,id,rms,file_path
6.0303555,S_000028_476.pdb,0,/home/users/raphtown/projects/ares_release_v2/data/pdbs/S_000028_476.pdb
7.9565415,S_000041_026.pdb,0,/home/users/raphtown/projects/ares_release_v2/data/pdbs/S_000041_026.pdb
